col0,col1,col2,col3,col4,col5
3rd arrondissement of Paris,1.17,Archives,former 6th arrondissement of Paris,1st arrondissement of Paris,Pierre Aidenbaum
4th arrondissement of Paris,1.6,Arsenal,former 7th arrondissement of Paris,1st arrondissement of Paris,Christophe Girard
10th arrondissement of Paris,2.89,Porte-Saint-Denis,former 5th arrondissement of Paris,18th arrondissement of Paris,Alexandra Cordebard
11th arrondissement of Paris,3.67,Saint-Ambroise,former 6th arrondissement of Paris,10th arrondissement of Paris,François Vauglin
1st arrondissement of Paris,1.83,Place-Vendôme,former 1st arrondissement of Paris,2nd arrondissement of Paris,Jean-François Legaret
3rd arrondissement of Paris,1.17,Archives,former 6th arrondissement of Paris,4th arrondissement of Paris,Pierre Aidenbaum
4th arrondissement of Paris,1.6,Arsenal,former 7th arrondissement of Paris,3rd arrondissement of Paris,Christophe Girard
5th arrondissement of Paris,2.54,Saint-Victor,former 11th arrondissement of Paris,1st arrondissement of Paris,Florence Berthout
6th arrondissement of Paris,2.15,Saint-Germain-des-Prés,former 10th arrondissement of Paris,1st arrondissement of Paris,Jean-Pierre Lecoq
4th arrondissement of Paris,1.6,Saint-Merri,former 9th arrondissement of Paris,11th arrondissement of Paris,Christophe Girard
