col0,col1,col2,col3
"Federal Correctional Institution, Bennettsville",South Carolina,United States of America,Federal Bureau of Prisons
"Federal Prison Camp, Bryan",Texas,United States of America,Federal Bureau of Prisons
"Federal Detention Center, Houston",Texas,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Three Rivers",Texas,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Texarkana",Texas,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Seagoville",Texas,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Fairton",New Jersey,United States of America,Federal Bureau of Prisons
"Federal Detention Center, Philadelphia",Pennsylvania,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Schuylkill",Pennsylvania,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Elkton",Ohio,United States of America,Federal Bureau of Prisons
"Federal Correctional Institution, Morgantown",West Virginia,United States of America,Federal Bureau of Prisons
