col0,col1,col2,col3,col4
Bessenyei György high school in Kisvárda,1911-01-01,Hungary,György Bessenyei,hall of residence
Gandhi School,1994-01-01,Hungary,Mohandas Karamchand Gandhi,hall of residence
Gymnasium of Cistercian Order of the Louis the Great,1687-01-01,Hungary,Louis I of Hungary,hall of residence
Gyula Andrássy High School,1855-01-01,Hungary,Gyula Andrássy,hall of residence
Türr István Gimnázium és Kollégium,1638-01-01,Hungary,István Türr,gymnasium
Révai Miklós Gimnázium,1787-01-01,Hungary,Miklós Révai,gymnasium
ELTE Apáczai Csere János Gyakorló Gimnázium és Kollégium,1955-01-01,Hungary,János Apáczai Csere,gymnasium
Piarist grammar school Dugonics András,1719-01-01,Hungary,András Dugonics,gymnasium
Bessenyei György high school in Kisvárda,1911-01-01,Hungary,György Bessenyei,gymnasium
Gandhi School,1994-01-01,Hungary,Mohandas Karamchand Gandhi,gymnasium
Gymnasium of Cistercian Order of the Louis the Great,1687-01-01,Hungary,Louis I of Hungary,gymnasium
Gyula Andrássy High School,1855-01-01,Hungary,Gyula Andrássy,gymnasium
Jester Center,1969-01-01,United States of America,Beauford H. Jester,high-rise building
