col0,col1,col2,col3
Jordi,"frequency of first names in the Netherlands, 2010",Catalan,Jordi
Bobby,"frequency of first names in the Netherlands, 2010",Dutch,Bobby
Fran,most frequent first names at birth in Rotterdam (1811-1913),Spanish,Fran
Ron,"frequency of first names in the Netherlands, 2010",English,Ron
Ricky,"frequency of first names in the Netherlands, 2010",Dutch,Ricky
Mabel,"frequency of first names in the Netherlands, 2010",Dutch,Mabel
Renzo,"frequency of first names in the Netherlands, 2010",Italian,Renzo
Tim,"frequency of first names in the Netherlands, 2010",English,Tim
Johnny,"frequency of first names in the Netherlands, 2010",English,Johnny
Tom,"frequency of first names in the Netherlands, 2010",Finnish,Tom
Dave,"frequency of first names in the Netherlands, 2010",Dutch,Dave
Mitch,"frequency of first names in the Netherlands, 2010",Dutch,Mitch
