col0,col1,col2,col3,col4,col5,col6,col7
17492 Hippasos,(17491) 1991 UM3,4.7971802,5.1443063,Hippasus,241.97061,asteroid,L5-Jupiter-Sun
17314 Aisakos,(17313) 9542 P-L,4.7795923,5.1656274,Aesacus,81.09643,asteroid,L5-Jupiter-Sun
16560 Daitor,(16559) 1991 VA3,4.8504258,5.055952,Meanings of minor planet names: 16001–17000,264.80088,asteroid,L5-Jupiter-Sun
12444 Prothoon,12443 Paulsydney,4.8679727,5.2442796,Meanings of minor planet names: 12001–13000,240.43816,asteroid,L5-Jupiter-Sun
1208 Troilus,1207 Ostenia,4.7711938,5.2508601,Troilus,189.17285,asteroid,L5-Jupiter-Sun
1172 Äneas,1171 Rusthawelia,4.6761693,5.2181751,Aeneas,238.44976,asteroid,L5-Jupiter-Sun
11554 Asios,11553 Scheria,4.9365662,5.2644809,Asius,282.59579,asteroid,L5-Jupiter-Sun
30942 Helicaon,(30941) 1994 CJ11,4.8375338,5.183,Helicaon,125.38955,asteroid,L5-Jupiter-Sun
6998 Tithonus,6997 Laomedon,4.814836,5.1812303,Tithonus,258.85672,asteroid,L5-Jupiter-Sun
4792 Lykaon,4791 Iphidamas,4.7830412,5.2597958,Lycaon,174.51307,asteroid,L5-Jupiter-Sun
4709 Ennomos,4708 Polydoros,5.1345236,5.2443396,Ennomus,204.59812,asteroid,L5-Jupiter-Sun
1873 Agenor,1872 Helenos,4.7470326,5.23126,Agenor,320.34492,asteroid,L5-Jupiter-Sun
