col0,col1,col2,col3,col4,col5,col6,col7
Margaret Patricia Phillips,World War II,Michigan,South Korea,military officer,Colorado,colonel,Margaret
Eleanor M. Carey,Vietnam War,Scranton,Hawaii,military officer,San Antonio,colonel,Eleanor
Anna Lisa Moline,European Theatre of World War II,Hälsingland,New York City,nurse,Pierre,major,Anna
Laura Jacquelin Coggin,Vietnam War,Macon,Landstuhl Regional Medical Center,military officer,Florida,lieutenant colonel,Laura
Mary Templeton Gates,Korean War,Julesburg,New York City,military officer,San Antonio,lieutenant colonel,Mary
Laura Jacquelin Coggin,Vietnam War,Macon,Landstuhl Regional Medical Center,military officer,Macon,lieutenant colonel,Laura
Patricia A. Silvestre,Vietnam War,New York City,Vietnam,military officer,San Antonio,colonel,Patricia
Mary Ruth Pullig,Pacific War,Stamps,France,military officer,Stamps,colonel,Mary
Mary Templeton Gates,Korean War,Julesburg,New York City,military officer,Austin,lieutenant colonel,Mary
Clara Christine Johnson,Vietnam War,Jackson,Vietnam,military officer,Texas,major,Clara
Mary Templeton Gates,Pacific War,Julesburg,Bermuda,flight nurse,San Antonio,lieutenant colonel,Mary
Barbara Pratt-LeMahieu,Vietnam War,Salem,Hawaii,military officer,Buchanan Dam,lieutenant colonel,Barbara
