col0,col1,col2,col3,col4
Mister Miracle,superhero,fictional humanoid,Granny Goodness,male
Darkseid,ruler,television character,Superman,male
Big Barda,superhero,animated character,Granny Goodness,female
Mister Miracle,superhero,animated character,Granny Goodness,male
Orion,superhero,animated character,Kalibak,male
Darkseid,ruler,literary character,Superman,male
Big Barda,superhero,New Gods,Granny Goodness,female
Mister Miracle,superhero,New Gods,Granny Goodness,male
Orion,superhero,New Gods,Kalibak,male
Darkseid,ruler,New Gods,Superman,male
Big Barda,superhero,comics character,Granny Goodness,female
Mister Miracle,superhero,comics character,Granny Goodness,male
