col0,col1,col2,col3
V* DN Peg,-35.14,SRD semi-regular,long period variable
V* V914 Oph,-65.37,slow irregular variables of late spectral types,long period variable
V* KM Ara,90.2,SRB semi-regular,long period variable
ROTSE1 J143524.36+344646.5,-240.07,long period variable,long period variable
V* SU Hya,3.78,SRB semi-regular,long period variable
V* V2616 Oph,-26.27,SRB semi-regular,long period variable
V* V691 Oph,-73.832,SRB semi-regular,long period variable
V* TZ Ant,318.9,SRA semi-regular,long period variable
ROTSE1 J170112.09+180834.3,-92.09,long period variable,long period variable
ROTSE1 J165416.38+183733.9,-86.53,long period variable,long period variable
V* V813 Ara,-26,slow irregular variable,long period variable
OGLE BLG-LPV-47325,-158.89,long period variable,long period variable
V* TU Aur,8,SRB semi-regular,long period variable
