col0,col1,col2,col3,col4
2014 IAAF World Half Marathon Championships,201,2016 IAAF World Half Marathon Championships,athletics,sports season
2003 IAAF World Half Marathon Championships,171,2004 IAAF World Half Marathon Championships,athletics,sports season
1997 IAAF World Half Marathon Championships,228,1998 IAAF World Half Marathon Championships,athletics,sports season
2001 IAAF World Half Marathon Championships,202,2002 IAAF World Half Marathon Championships,athletics,sports season
1998 IAAF World Half Marathon Championships,236,1999 IAAF World Half Marathon Championships,athletics,sports season
2016 IAAF World Half Marathon Championships,174,2018 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
2014 IAAF World Half Marathon Championships,201,2016 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
2010 IAAF World Half Marathon Championships,123,2012 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
2003 IAAF World Half Marathon Championships,171,2004 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
1997 IAAF World Half Marathon Championships,228,1998 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
1995 IAAF World Half Marathon Championships,243,1996 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
1993 IAAF World Half Marathon Championships,254,1994 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
1992 IAAF World Half Marathon Championships,204,1993 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
2012 IAAF World Half Marathon Championships,147,2014 IAAF World Half Marathon Championships,athletics,IAAF World Half Marathon Championships
