col0,col1,col2,col3
Samarskaya Luka National Park,Samara Oblast,Zhigulyovsk,1984-04-28
Nizhnyaya Kama National Park,Yelabuzhsky District,Yelabuga,1991-01-01
Mariy Chodra National Park,Mari El Republic,Volzhsk,1985-01-01
Alkhanay National Park,Zabaykalsky Krai,Chita,1999-05-15
Sochi National Park,Krasnodar Krai,Sochi,1983-01-01
Beringia National Park,Chukotka Autonomous Okrug,Anadyr,2013-01-01
Pribaikalsky National Park,Irkutsk Oblast,Irkutsk,1986-02-13
Saylyugemsky National Park,Altai Republic,Gorno-Altaysk,2012-01-01
Chavash Varmane Bor National Park,Chuvash Republic,Cheboksary,1993-06-20
Nechkinsky National Park,Udmurt Republic,Izhevsk,1997-10-16
Smolny National Park,Republic of Mordovia,Saransk,1995-01-01
Prielbrusye National Park,Kabardino-Balkaria,Nalchik,1986-09-22
Alaniya National Park,Republic of North Ossetia-Alania,Vladikavkaz,1998-02-18
