col0,col1,col2,col3
2019 Tour du Limousin,road bicycle racing,Lilian Calmejane,France
2018 Tour du Limousin,road bicycle racing,Lilian Calmejane,France
2017 Tour du Limousin,road bicycle racing,Lorenzo Rota,France
2019 Tour du Limousin,road bicycle racing,Guillaume Martin,France
2018 Tour du Limousin,road bicycle racing,Romain Combaud,France
2017 Tour du Limousin,road bicycle racing,Marco Minnaard,France
2019 Tour du Limousin,road bicycle racing,Élie Gesbert,France
2018 Tour du Limousin,road bicycle racing,Élie Gesbert,France
2017 Tour du Limousin,road bicycle racing,Élie Gesbert,France
2018 Tour du Limousin,road bicycle racing,Eduard Prades,France
2019 Tour du Limousin,road bicycle racing,Sébastien Reichenbach,France
2018 Tour du Limousin,road bicycle racing,Luca Wackermann,France
