col0,col1,col2,col3
Pakri Peninsula,Estonia,31,Brockhaus and Efron Encyclopedic Dictionary
Mount Athos,Greece,2033,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
Balkans,Montenegro,58,Small Brockhaus and Efron Encyclopedic Dictionary
Absheron peninsula,Azerbaijan,27,Small Brockhaus and Efron Encyclopedic Dictionary
Balkans,Turkey,58,Small Brockhaus and Efron Encyclopedic Dictionary
Mount Athos,Greece,2033,Small Brockhaus and Efron Encyclopedic Dictionary
Peloponnese,Greece,994,Small Brockhaus and Efron Encyclopedic Dictionary
Balkans,Greece,58,Small Brockhaus and Efron Encyclopedic Dictionary
Absheron peninsula,Azerbaijan,27,Encyclopedic Lexicon
Mount Athos,Greece,2033,Encyclopedic Lexicon
Absheron peninsula,Azerbaijan,27,Geographical statistical dictionary of the Russian Empire
Balkans,Slovenia,58,The Nuttall Encyclopædia
Baja California Peninsula,Mexico,186,The Nuttall Encyclopædia
Balkans,Turkey,58,The Nuttall Encyclopædia
Mount Athos,Greece,2033,The Nuttall Encyclopædia
