col0,col1,col2,col3,col4,col5
BD-12 738,0.9723,1028.4891,2.31,4292,9.77
BD-16 4427,1.5387,649.8993,2.59,4817,10.72
BD-17 5274,2.0969,476.8945,2.54,4736,10.31
TYC 6269-2624-1,1.912,523.0126,2.42,4506,10.01
TYC 2060-1316-1,1.0641,939.7613,2.3,4170,10.03
HD 182282,1.8452,541.9467,2.55,4516,9.66
TYC 6239-2058-1,1.1104,900.5764,2.57,4716,10.56
BD+38 3601,2.7797,359.751,2.5,4542,8.86
BD-17 2273,2.1004,476.0998,2.43,4527,9.43
BD-16 697,1.7722,564.2704,2.76,4701,9.84
TYC 5066-188-1,1.427,700.7708,2.42,4601,10.9
