col0,col1,col2,col3
1975 World Rally Championship season,1975-01-01,World Rally Championship,World Rally Championship
1990 World Rally Championship season,1990-01-01,World Rally Championship,World Rally Championship
1976 World Rally Championship season,1976-01-01,World Rally Championship,World Rally Championship
1978 World Rally Championship season,1978-01-01,World Rally Championship,World Rally Championship
1977 World Rally Championship season,1977-01-01,World Rally Championship,World Rally Championship
1973 World Rally Championship season,1973-01-01,World Rally Championship,World Rally Championship
1985 World Rally Championship season,1985-01-01,World Rally Championship,World Rally Championship
2005 World Rally Championship season,2005-01-01,World Rally Championship,World Rally Championship
1989 World Rally Championship season,1989-01-01,World Rally Championship,World Rally Championship
1986 World Rally Championship season,1986-01-01,World Rally Championship,World Rally Championship
