col0,col1,col2,col3
Kanal D,Doğan Media Group,Romanian,television channel
DiziMax,Çukurova Holding,Turkish,television channel
CNN+,Turner Broadcasting System,Spanish,television channel
Das Erste,ARD,German,television programming
BBC Two,British Broadcasting Corporation,English,television channel
Russia-1,All-Russia State Television and Radio Broadcasting Company,Russian,television channel
Country Music Television,ViacomCBS Domestic Media Networks,English,television channel
France 24,France Médias Monde,French,television channel
Nat Geo Wild,National Geographic Society,English,television channel
Das Erste,ARD,German,television channel
BBC Two,British Broadcasting Corporation,English,television station
Country Music Television,ViacomCBS Domestic Media Networks,English,television station
France 24,France Médias Monde,French,television station
Das Erste,ARD,German,television station
France 24,France Médias Monde,French,specialty channel
