col0,col1,col2,col3,col4,col5,col6,col7
Morris County,Morris County,1859-02-11,Morris County,5741,Council Grove,Thomas Morris,Kansas
Miami County,Miami County,1855-08-25,Miami County,32835,Paola,Miami people,Kansas
Logan County,Logan County,1887-02-24,Logan County,2798,Oakley,John A. Logan,Kansas
Lyon County,Lyon County,1862-02-05,Lyon County,33510,Emporia,Nathaniel Lyon,Kansas
Douglas County,Douglas County,1855-08-30,Douglas County,114322,Lawrence,Stephen A. Douglas,Kansas
Sheridan County,Sheridan County,1880-01-01,Sheridan County,2553,Hoxie,Philip Sheridan,Kansas
Meade County,Meade County,1873-03-20,Meade County,4343,Meade,George Meade,Kansas
Sherman County,Sherman County,1886-09-20,Sherman County,6115,Goodland,William Tecumseh Sherman,Kansas
Jefferson County,Jefferson County,1855-08-25,Jefferson County,18813,Oskaloosa,Thomas Jefferson,Kansas
Washington County,Washington County,1873-01-01,Washington County,5629,Washington,George Washington,Kansas
