col0,col1,col2,col3,col4,col5
1987 German Grand Prix,Nigel Mansell,1987 Formula One season,1987-07-26,Germany,45
1986 German Grand Prix,Gerhard Berger,1986 Formula One season,1986-07-27,Germany,45
1985 German Grand Prix,Niki Lauda,1985 Formula One season,1985-08-04,Germany,67
1984 German Grand Prix,Alain Prost,1984 Formula One season,1984-08-05,Germany,45
1983 German Grand Prix,René Arnoux,1983 Formula One season,1983-08-07,Germany,45
1982 German Grand Prix,Nelson Piquet,1982 Formula One season,1982-08-08,Germany,45
1981 German Grand Prix,Alan Jones,1981 Formula One season,1981-08-02,Germany,45
1980 German Grand Prix,Alan Jones,1980 Formula One season,1980-08-10,Germany,45
1979 German Grand Prix,Gilles Villeneuve,1979 Formula One season,1979-07-29,Germany,45
1978 German Grand Prix,Ronnie Peterson,1978 Formula One season,1978-07-30,Germany,45
