col0,col1,col2,col3,col4,col5
Rafael Castillo,23,147965,locality,UTC−03:00,La Matanza Partido
San Justo,26,136604,locality,UTC−03:00,La Matanza Partido
Ramos Mejía,26,120346,locality,UTC−03:00,La Matanza Partido
Río Cuarto,425,157010,municipality of Argentina,UTC−03:00,Río Cuarto Department
Rufino,113,18727,municipality of Argentina,UTC−03:00,Santa Fe Province
Rafaela,90,92945,municipality of Argentina,UTC−03:00,Castellanos Department
Santa Fe,25,405683,municipality of Argentina,UTC−03:00,La Capital Department
San Juan,640,471389,municipality of Argentina,UTC−03:00,Capital Department
Ciudad Evita,15,92957,heritage,UTC−03:00,La Matanza Partido
San Justo,26,136604,seat of government,UTC−03:00,La Matanza Partido
La Tablada,11,102542,big city,UTC−03:00,La Matanza Partido
