col0,col1,col2,col3,col4,col5
2006 Open Gaz de France,2005 Open Gaz de France,2006-01-01,France,2006-02-04,WTA Tier II tournaments
2007 Open Gaz de France,2006 Open Gaz de France,2007-01-01,France,2007-02-05,WTA Tier II tournaments
2001 Open Gaz de France,2000 Open Gaz de France,2001-01-01,France,2001-02-03,2001 WTA Tour
2000 Open Gaz de France,1999 Open Gaz de France,2000-01-01,France,2000-02-07,2000 WTA Tour
1996 Open Gaz de France,1995 Open Gaz de France,1996-01-01,France,1996-02-13,1996 WTA Tour
2012 Open GDF Suez,2011 Open GDF Suez,2012-01-01,France,2012-02-06,2012 WTA Tour
2009 Open GDF Suez,2008 Open Gaz de France,2009-01-01,France,2009-02-09,2009 WTA Tour
2007 Open Gaz de France,2006 Open Gaz de France,2007-01-01,France,2007-02-05,2007 WTA Tour
2006 Open Gaz de France,2005 Open Gaz de France,2006-01-01,France,2006-02-04,2006 WTA Tour
2013 Open GDF Suez,2012 Open GDF Suez,2013-01-01,France,2013-01-28,2013 WTA Tour
2014 Open GDF Suez,2013 Open GDF Suez,2014-01-01,France,2014-01-27,WTA Premier tournament
2011 Open GDF Suez,2010 Open GDF Suez,2011-01-01,France,2011-02-07,WTA Premier tournament
2010 Open GDF Suez,2009 Open GDF Suez,2010-01-01,France,2010-02-08,WTA Premier tournament
