col0,col1,col2,col3,col4
Bohus Line,railway line,140,Strömstad,1435 mm track gauge
Line 36,railway line,140,Brussels-North railway station,1435 mm track gauge
Nijmegen–Venlo railway,railway line,125,Nijmegen railway station,1435 mm track gauge
Tsukuba Express,railway line,130,Akihabara Station,1067 mm track gauge
Jōban Line,railway line,130,Nippori Station,1067 mm track gauge
JR Kyoto Line,railway line,130,Kyōto Station,1067 mm track gauge
Sōbu Main Line,railway line,130,Tokyo Station,1067 mm track gauge
Kagoshima Main Line,railway line,130,Kagoshima Station,1067 mm track gauge
Nippō Main Line,railway line,130,Kokura Station,1067 mm track gauge
Emsland Railway,railway line,140,Norddeich Mole railway station,1435 mm track gauge
Dill Railway,railway line,140,Siegen Hauptbahnhof,1435 mm track gauge
Saar Railway,railway line,140,Saarbrücken Central Station,1435 mm track gauge
Halle–Kassel railway,railway line,140,Halle Central Station,1435 mm track gauge
