col0,col1,col2,col3
Teatre El Magatzem,1917-01-01,stone,reconstruction
Toren van Braem,1972-01-01,zinc,redevelopment
Escorxador municipal de Tarragona,1898-01-01,facing brick,reform
Casa Sanromà,1921-01-01,wrought iron,reform
Escorxador municipal de Tarragona,1898-01-01,wrought iron,reform
Casa Joan Busquets Ferrer,1857-01-01,stone,reform
Casa Sanromà,1921-01-01,stone,reform
Escorxador municipal de Tarragona,1898-01-01,stone,reform
Generoso Pope Foundation building,1910-01-01,brick,construction
Radio House,1938-01-01,brick,construction
Main Interior Building,1935-01-01,granite,construction
