col0,col1,col2,col3,col4,col5,col6,col7
caesium-145,-60054.415,barium-144,90,dasdasj,55,1187366.285,144.93552893
caesium-144,-63271.353,barium-143,89,dasdasj,55,1182512.016,143.932075404
caesium-143,-67675.509,barium-142,88,dasdasj,55,1178844.81,142.927347348
caesium-142,-70514.55,barium-141,87,dasdasj,55,1173612.534,141.924299512
caesium-141,-74477.523,barium-140,86,dasdasj,55,1169504.196,140.920045086
caesium-140,-77050.105,barium-140,85,dasdasj,55,1164005.5,139.917283305
caesium-139,-80700.921,barium-139,84,dasdasj,55,1159584.982,138.913363992
caesium-123,-81043.646,xenon-123,68,dasdasj,55,1030786.617,122.912996062
caesium-121,-77102.331,xenon-121,66,dasdasj,55,1010702.594,120.917227238
caesium-115,-59699,iodine-114,60,dasdasj,55,944840,114.93591
caesium-119,-72305.051,xenon-119,64,dasdasj,55,989762.746,118.92237733
