col0,col1,col2,col3,col4,col5
Prevalence and predictors of khat chewing among Ethiopian university students: A systematic review and meta-analysis.,English,ScienceSource,2018-04-12,meta-analysis,Ethiopia
Possible association between androgenic alopecia and risk of prostate cancer and testicular germ cell tumor: a systematic review and meta-analysis.,English,ScienceSource,2018-03-12,meta-analysis,prostate
The impact of drug treatment courts on recovery: a systematic review.,English,ScienceSource,2013-03-21,meta-analysis,substance-related disorder
Adverse cardiovascular outcomes between insulin-treated and non-insulin treated diabetic patients after percutaneous coronary intervention: a systematic review and meta-analysis,English,ScienceSource,2015-10-07,comparative study,hormone
Diagnostic accuracy of coronary angiography using 64-slice computed tomography in coronary artery disease,English,ScienceSource,2015-10-01,scientific article,coronary artery disease
Adverse cardiovascular outcomes between insulin-treated and non-insulin treated diabetic patients after percutaneous coronary intervention: a systematic review and meta-analysis,English,ScienceSource,2015-10-07,scientific article,hormone
Comparing the effectiveness and safety between triple antiplatelet therapy and dual antiplatelet therapy in type 2 diabetes mellitus patients after coronary stents implantation: a systematic review and meta-analysis of randomized controlled trials,English,ScienceSource,2015-10-09,scientific article,acute coronary syndrome
Are mass-media campaigns effective in preventing drug use? A Cochrane systematic review and meta-analysis,English,ScienceSource,2015-09-03,scientific article,health promotion
Impact of statin therapy on coronary plaque composition: a systematic review and meta-analysis of virtual histology intravascular ultrasound studies,English,ScienceSource,2015-09-18,scientific article,meta-analysis
Diagnostic accuracy of coronary angiography using 64-slice computed tomography in coronary artery disease,English,ScienceSource,2015-10-01,review article,coronary artery disease
Adverse cardiovascular outcomes between insulin-treated and non-insulin treated diabetic patients after percutaneous coronary intervention: a systematic review and meta-analysis,English,ScienceSource,2015-10-07,review article,hormone
Comparing the effectiveness and safety between triple antiplatelet therapy and dual antiplatelet therapy in type 2 diabetes mellitus patients after coronary stents implantation: a systematic review and meta-analysis of randomized controlled trials,English,ScienceSource,2015-10-09,review article,acute coronary syndrome
