col0,col1,col2,col3,col4,col5,col6,col7
1968 Portuguese Badminton Championships,Portugal,1967 Portuguese Badminton Championships,national championship,badminton,1968 Portugal Badminton Championships – Men's doubles,1968-01-01,Portuguese Badminton Championships
1967 Portuguese Badminton Championships,Portugal,1966 Portuguese Badminton Championships,national championship,badminton,1967 Portugal Badminton Championships – Men's doubles,1967-01-01,Portuguese Badminton Championships
1966 Portuguese Badminton Championships,Portugal,1965 Portuguese Badminton Championships,national championship,badminton,1966 Portugal Badminton Championships – Men's doubles,1966-01-01,Portuguese Badminton Championships
1965 Portuguese Badminton Championships,Portugal,1964 Portuguese Badminton Championships,national championship,badminton,1965 Portugal Badminton Championships – Men's doubles,1965-01-01,Portuguese Badminton Championships
1964 Portuguese Badminton Championships,Portugal,1963 Portuguese Badminton Championships,national championship,badminton,1964 Portugal Badminton Championships – Men's doubles,1964-01-01,Portuguese Badminton Championships
1959 Portuguese Badminton Championships,Portugal,1958 Portuguese Badminton Championships,national championship,badminton,1959 Portugal Badminton Championships – Men's doubles,1959-01-01,Portuguese Badminton Championships
1958 Portuguese Badminton Championships,Portugal,1957 Portuguese Badminton Championships,national championship,badminton,1958 Portugal Badminton Championships – Men's doubles,1958-01-01,Portuguese Badminton Championships
1969 Portuguese Badminton Championships,Portugal,1968 Portuguese Badminton Championships,national championship,badminton,1969 Portugal Badminton Championships – Men's doubles,1969-01-01,Portuguese Badminton Championships
1962 Portuguese Badminton Championships,Portugal,1959 Portuguese Badminton Championships,national championship,badminton,1962 Portugal Badminton Championships – Men's doubles,1962-01-01,Portuguese Badminton Championships
1989 Portuguese Badminton Championships,Portugal,1988 Portuguese Badminton Championships,national championship,badminton,1989 Portugal Badminton Championships – Men's doubles,1989-01-01,Portuguese Badminton Championships
