col0,col1,col2,col3,col4,col5,col6,col7
1963 Dutch Badminton Championships,1962 Dutch Badminton Championships,1963 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Haarlem,WikiProject Badminton/tournament focus list,national championship,1962-01-01
1942 Dutch Badminton Championships,1941 Dutch Badminton Championships,1942 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Scheveningen,WikiProject Badminton/tournament focus list,national championship,1942-01-01
1939 Dutch Badminton Championships,1938 Dutch Badminton Championships,1939 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Scheveningen,WikiProject Badminton/tournament focus list,national championship,1939-01-01
2011 Dutch Badminton Championships,2010 Dutch Badminton Championships,2011 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2011-01-01
2010 Dutch Badminton Championships,2009 Dutch Badminton Championships,2010 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2010-01-01
2007 Dutch Badminton Championships,2006 Dutch Badminton Championships,2007 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,'s-Hertogenbosch,WikiProject Badminton/tournament focus list,national championship,2007-01-01
1934 Dutch Badminton Championships,1933 Dutch Badminton Championships,1934 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,The Hague,WikiProject Badminton/tournament focus list,national championship,1934-01-01
2006 Dutch Badminton Championships,2005 Dutch Badminton Championships,2006 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,'s-Hertogenbosch,WikiProject Badminton/tournament focus list,national championship,2006-01-01
1975 Dutch Badminton Championships,1974 Dutch Badminton Championships,1975 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Utrecht,WikiProject Badminton/tournament focus list,national championship,1974-01-01
1971 Dutch Badminton Championships,1970 Dutch Badminton Championships,1971 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Utrecht,WikiProject Badminton/tournament focus list,national championship,1970-01-01
2013 Dutch Badminton Championships,2012 Dutch Badminton Championships,2013 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2013-01-01
2009 Dutch Badminton Championships,2008 Dutch Badminton Championships,2009 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Nieuwegein,WikiProject Badminton/tournament focus list,national championship,2009-01-01
