col0,col1,col2,col3,col4,col5,col6
Rarotonga,236,67.1,Pacific Ocean,Southern Cook Islands,10572,high island
Ambelau,608,306,Banda Sea,Maluku Islands,9600,high island
Mohéli,790,290,Mozambique Channel,Comoros Islands,40000,high island
La Palma,2426,690,Atlantic Ocean,Canary Islands,81350,high island
Ischia,789,46.3,Tyrrhenian Sea,Phlegraean Islands,62027,high island
Genovesa Island,64,14.1,Pacific Ocean,Galápagos Islands,0,high island
La Gomera,1487,370,Atlantic Ocean,Canary Islands,21153,high island
Tenerife,10,2034,Atlantic Ocean,Canary Islands,904713,high island
Raoul Island,516,29.38,Pacific Ocean,Kermadec Islands,5,high island
Tenerife,10,2034,Atlantic Ocean,Canary Islands,904713,administrative territorial entity
Mayor Island,111,13,Bay of Plenty,North Island,3,island
Aneityum,852,159.2,Pacific Ocean,Vanuatu,915,island
