col0,col1,col2,col3
Türi Rural Municipality,2005-10-23,1992-01-30,2005-01-01
Suure-Jaani Rural Municipality,2005-11-01,1992-02-13,2005-01-01
Tarvastu Rural Municipality,2017-10-25,1991-12-19,2017-01-01
Kernu Rural Municipality,2017-10-24,1993-11-01,2017-01-01
Padise Rural Municipality,2017-10-24,1992-01-16,2017-01-01
Mäksa Rural Municipality,2017-10-24,1991-05-16,2017-01-01
Meeksi Rural Municipality,2017-10-22,1991-11-21,2017-01-01
Albu Rural Municipality,2017-10-21,1993-04-22,2017-01-01
Väätsa Rural Municipality,2017-10-22,1991-12-12,2017-01-01
Kareda Rural Municipality,2017-10-21,1991-10-10,2017-01-01
