col0,col1,col2,col3
"King's College, Gateway to Queen's Road",Grade II* listed building or structure,William Wilkins,Cambridge
Gate to Woodbrook and Hawkwell,Grade II listed building,Charles Voysey,Alderley Edge
Porta est d'accés a l'antiga Finca Güell,Cultural Asset of Local Interest,Antoni Gaudí,Barcelona
Alexander Gates,cultural heritage site in Russia,Fyodor Ivanovich Demertsov,Saint Petersburg
Beamtentor,ensemble part,Franz Schwechten,Mitte
Menin Gate,Beschermd erfgoed,Reginald Blomfield,Ypres
De Brakke Grond,Rijksmonument,Arthur Staal,Amsterdam
Obeliskportal,architectural heritage monument,Georg Wenzeslaus von Knobelsdorff,Potsdam
Ninove Gate,protected heritage site in Brussels,Auguste Payen,Brussels
Canning Terrace,Grade II listed building,Samuel Sutton Rawlinson,City of Nottingham
Northgate,Grade I listed building,Thomas Harrison,Cheshire West and Chester
