col0,col1,col2,col3,col4
Pegadinhas de São Gonçalo,cultural heritage,Portugal,Immovable Cultural Heritage of Public Interest,Luzim e Vila Cova
Abrigo com gravuras rupestres no Vale do Poio Novo,cultural heritage,Portugal,Immovable Cultural Heritage of Municipal Interest,Redinha
Bloco de granito insculturado na Herdade da Capela,cultural heritage,Portugal,Immovable Cultural Heritage of Public Interest,Reguengos de Monsaraz
Estação de arte rupestre da Lageira,cultural heritage,Portugal,Site of Public Interest,Ermida e Figueiredo
Estação de arte rupestre da Fechadura,cultural heritage,Portugal,Site of Public Interest,Ermida e Figueiredo
"Estação arqueológica das Fragas do Diabo, Fragas do Corgo",cultural heritage,Portugal,Immovable Cultural Heritage of Public Interest,Vilarinho dos Galegos e Ventozelo
Pinturas rupestres da Fraga do Gato,cultural heritage,Portugal,Site of Public Interest,Poiares
Fraga pintada do Cachão da Rapa,cultural heritage,Portugal,National Monument of Portugal,Castanheiro do Norte e Ribalonga
Gravuras rupestres do Zebral,cultural heritage,Portugal,Site of Public Interest,Ruivães e Campos
Outeiro dos Riscos,cultural heritage,Portugal,Site of Public Interest,Cepelos
Astuvansalmi rock paintings,painting series,Finland,Tentative World Heritage Site,Mikkeli
Magura Cave,show cave,Bulgaria,Tentative World Heritage Site,Rabisha
