col0,col1,col2,col3,col4,col5
1996 Summer Olympics,Nauru at the 1996 Summer Olympics,Atlanta,Summer Olympic Games,2000 Summer Olympics,Teresa Edwards
1992 Summer Olympics,Olga Šplíchalová,Barcelona,Summer Olympic Games,1996 Summer Olympics,Luis Doreste
1988 Summer Olympics,Mariya Pinigina,Seoul,Summer Olympic Games,1992 Summer Olympics,Hur Jae
1980 Summer Olympics,Vladimir Milić,Moscow,Summer Olympic Games,1984 Summer Olympics,Nikolai Andrianov
1968 Summer Olympics,Karel Kovář,Mexico City,Summer Olympic Games,1972 Summer Olympics,Pablo Garrido Lugo
1964 Summer Olympics,Gainan Saidkhuzhin,Tokyo,Summer Olympic Games,1968 Summer Olympics,Takashi Ono
1960 Summer Olympics,Gainan Saidkhuzhin,Rome,Summer Olympic Games,1964 Summer Olympics,Adolfo Consolini
1956 Summer Olympics,Carl Forssell,Melbourne,Summer Olympic Games,1960 Summer Olympics,John Landy
1952 Summer Olympics,Grigory Novak,Helsinki,Summer Olympic Games,1956 Summer Olympics,Heikki Savolainen
1948 Summer Olympics,Carl Forssell,London,Summer Olympic Games,1952 Summer Olympics,Don Finlay
1936 Summer Olympics,Ralph Metcalfe,Berlin,Summer Olympic Games,1940 Summer Olympics,Rudolf Ismayr
1932 Summer Olympics,"David Cecil, 6th Marquess of Exeter",Los Angeles,Summer Olympic Games,1936 Summer Olympics,George Calnan
