col0,col1,col2,col3,col4,col5,col6
IRAS 15061-4353,1.3031,Lupus,J2000.0,far-IR source,-6.156,767.4008
IRAS 14395-6410,0.4643,Circinus,J2000.0,far-IR source,-4.496,2153.7799
IRAS 18145-2123,1.383,Sagittarius,J2000.0,far-IR source,-5.236,723.0658
IRAS 17445-2154,0.6165,Sagittarius,J2000.0,far-IR source,0.847,1622.06
IRAS 21474-5353,1.2171,Indus,J2000.0,far-IR source,0.651,821.6252
IRAS 20541+3041,0.3383,Cygnus,J2000.0,far-IR source,-2.483,2955.9563
IRAS 17314-6402,1.4174,Ara,J2000.0,far-IR source,-5.922,705.5171
IRAS 14354-4839,1.4898,Lupus,J2000.0,far-IR source,-5.585,671.231
IRAS 11565-5858,0.4951,Crux,J2000.0,far-IR source,-9.11,2019.794
IRAS 11440-6113,0.2332,Centaurus,J2000.0,far-IR source,-4.598,4288.1647
IRAS 16376-2744,0.4865,Scorpius,J2000.0,far-IR source,-5.367,2055.4985
IRAS 04432+4151,1.0334,Perseus,J2000.0,far-IR source,-8.954,967.6795
IRAS 16338-7641,1.3223,Apus,J2000.0,far-IR source,-9.155,756.258
IRAS 13549-6257,0.5897,Centaurus,J2000.0,far-IR source,-4.02,1695.7775
IRAS 16245-6547,0.6806,Triangulum Australe,J2000.0,far-IR source,-4.153,1469.2918
