col0,col1,col2,col3,col4,col5,col6
30S ribosomal protein S13    Rv3460c,protein biosynthesis,RNA binding,"protein obsoleted in UniProtKB, SwissProt, TrEMBL","30s ribosomal protein S13, C-terminal",ribosome,Mycobacterium tuberculosis H37Rv
serine/threonine-protein kinase PknE    Rv1743,protein phosphorylation,protein serine/threonine kinase activity,"protein obsoleted in UniProtKB, SwissProt, TrEMBL",Protein kinase-like domain superfamily,integral component of membrane,Mycobacterium tuberculosis H37Rv
30S ribosomal protein S13    Rv3460c,protein biosynthesis,RNA binding,protein,"30s ribosomal protein S13, C-terminal",ribosome,Mycobacterium tuberculosis H37Rv
serine/threonine-protein kinase PknE    Rv1743,protein phosphorylation,protein serine/threonine kinase activity,protein,Protein kinase-like domain superfamily,integral component of membrane,Mycobacterium tuberculosis H37Rv
GTP cyclohydrolase I    Rv3609c,tetrahydrofolate biosynthetic process,metal ion binding,"protein obsoleted in UniProtKB, SwissProt, TrEMBL",GTP cyclohydrolase I,cytoplasm,Mycobacterium tuberculosis H37Rv
CDP-diacylglycerol pyrophosphatase    Rv2289,phospholipid biosynthetic process,hydrolase activity,"protein obsoleted in UniProtKB, SwissProt, TrEMBL",HIT-like superfamily,membrane,Mycobacterium tuberculosis H37Rv
GTP cyclohydrolase I    Rv3609c,tetrahydrofolate biosynthetic process,metal ion binding,protein,GTP cyclohydrolase I,cytoplasm,Mycobacterium tuberculosis H37Rv
6-phosphofructokinase    Rv3010c,phosphorylation,metal ion binding,protein,"Phosphofructokinase, mixed-substrate PFK group III",cytoplasm,Mycobacterium tuberculosis H37Rv
50S ribosomal protein L1    Rv0641,protein biosynthesis,tRNA binding,"protein obsoleted in UniProtKB, SwissProt, TrEMBL","Ribosomal protein L1, bacterial-type",ribosome,Mycobacterium tuberculosis H37Rv
potassium-transporting ATPase subunit B    Rv1030,ATP hydrolysis coupled cation transmembrane transport,potassium-transporting ATPase activity,"protein obsoleted in UniProtKB, SwissProt, TrEMBL","P-type ATPase, A domain superfamily",cell membrane,Mycobacterium tuberculosis H37Rv
