col0,col1,col2,col3,col4
Holzbrücke Bad Säckingen,covered bridge,Switzerland,Stein,206.5
Hartland Bridge,covered bridge,Canada,"Hartland, New Brunswick",391
Félix-Gabriel-Marchand Bridge,covered bridge,Canada,Mansfield-et-Pontefract,148.66
Kapellbrücke,covered bridge,Switzerland,Lucerne,204.7
Trajan's Bridge,Roman bridge,Romania,Drobeta-Turnu Severin,1.0975
Neubrügg,footbridge,Switzerland,Bern,92.2
Covered Bridge,footbridge,United States of America,"Cedarburg (town), Wisconsin",120
Holzbrücke Bad Säckingen,footbridge,Switzerland,Stein,206.5
Kapellbrücke,footbridge,Switzerland,Lucerne,204.7
Neubrügg,girder bridge,Switzerland,Bern,92.2
Magere Brug,bascule bridge,Netherlands,Amsterdam,80
