col0,col1,col2,col3,col4,col5
Croatia,1991-06-25,free country,flag of Croatia,Schuko,Croatian National Bank
North Korea,1948-09-09,not-free country,flag of North Korea,Schuko,Central Bank of the Democratic People's Republic of Korea
Ukraine,1991-08-24,partly free country,flag of Ukraine,Schuko,National Bank of Ukraine
Norway,0900-01-01,free country,flag of Norway,Schuko,Norges Bank
Romania,1859-02-05,free country,flag of Romania,Schuko,National Bank of Romania
Peru,1821-07-28,free country,flag of Peru,Europlug,Central Reserve Bank of Peru
Egypt,-3149-01-01T00:00:00Z,not-free country,flag of Egypt,Schuko,Central Bank of Egypt
South Africa,1910-01-01,free country,flag of South Africa,Europlug,South African Reserve Bank
Albania,1912-11-28,partly free country,flag of Albania,Schuko,Bank of Albania
Canada,1867-07-01,free country,flag of Canada,NEMA 1-15,Bank of Canada
