col0,col1,col2,col3
Return of the prodigal son-Clémence Sophie de Sermezy-MG 4738,Clémence Sophie de Sermézy,26.5,Return of the Prodigal Son
Dancing Muse,Jean-Louis-Ernest Meissonier,8.5,dancing
The trumpet of Murcie,Jean-Louis-Ernest Meissonier,60,horseman
Sphinx of king Siamon-E 3914,anonymous,10.3,Sacrifice Ritual
Wadjet-E 4720,anonymous,7.6,cobra
General Duroc at Castiglione,Jean-Louis-Ernest Meissonier,45,Géraud Duroc
Gladiator with sword,Jean-Louis-Ernest Meissonier,14,gladiator
Naked man or gladiator,Jean-Louis-Ernest Meissonier,10.5,gladiator
Napoleon I,Emmanuel Frémiet,30,greatcoat
Wepwawet-AF 287,anonymous,11.4,Wepwawet
