col0,col1,col2,col3,col4
The Sunken Yacht,comic story,United States of America,1949-01-01,Walt Disney's Comics and Stories
Rival Beachcombers,comic story,United States of America,1949-01-01,Walt Disney's Comics and Stories
Race to the South Seas!,comic story,United States of America,1949-01-01,March of Comics
The Menehune Mystery,comic story,United States of America,1953-01-01,Uncle Scrooge
The Golden Christmas Tree,comic story,United States of America,1948-01-01,Four Color
Darkest Africa,comic story,United States of America,1948-01-01,March of Comics
The Secret of Atlantis,comic story,United States of America,1954-01-01,Uncle Scrooge
Rocket Wing Saves the Day,comic story,United States of America,1952-01-01,Walt Disney's Comics and Stories
The Gilded Man,comic story,United States of America,1952-01-01,Four Color
Crown of the Mayas,comic story,United States of America,1963-01-01,Uncle Scrooge
Trick or Treat,comic story,United States of America,1952-01-01,Donald Duck Four Color
Cave of Ali Baba,comic story,United States of America,1962-01-01,Uncle Scrooge
For Old Dime's Sake,comic story,United States of America,1963-01-01,Uncle Scrooge
