col0,col1,col2,col3
Papineauville,Montebello,Canada,Papineau Regional County Municipality
McMasterville,Saint-Basile-le-Grand,Canada,La Vallée-du-Richelieu Regional County Municipality
Les Escoumins,Essipit,Canada,La Haute-Côte-Nord Regional County Municipality
Lac-Etchemin,Saint-Léon-de-Standon,Canada,Les Etchemins Regional County Municipality
Napierville,Saint-Cyprien-de-Napierville,Canada,Les Jardins-de-Napierville Regional County Municipality
Sainte-Croix,Portneuf,Canada,Lotbinière Regional County Municipality
Sainte-Famille-de-l'Île-d’Orléans,Sainte-Anne-de-Beaupré,Canada,L'Île-d'Orléans Regional County Municipality
Sainte-Julienne,Rawdon,Canada,Montcalm Regional County Municipality
Vallée-Jonction,Saint-Joseph-de-Beauce,Canada,La Nouvelle-Beauce Regional County Municipality
Les Îles-de-la-Madeleine,Grosse-Île,Canada,Urban agglomeration of Les Îles-de-la-Madeleine
Havre-Saint-Pierre,Mingan,Canada,Minganie Regional County Municipality
New Carlisle,Bonaventure,Canada,Bonaventure Regional County Municipality
Côte-Nord-du-Golfe-du-Saint-Laurent,Natashquan,Canada,Le Golfe-du-Saint-Laurent Regional County Municipality
Campbell's Bay,Litchfield,Canada,Pontiac Regional County Municipality
Chelsea,Gatineau,Canada,Les Collines-de-l'Outaouais Regional County Municipality
