col0,col1,col2,col3,col4
North Dakota Senate,North Dakota State Capitol,North Dakota Legislative Assembly,upper house of U.S. state legislature,North Dakota
New Mexico Senate,New Mexico State Capitol,New Mexico Legislature,upper house of U.S. state legislature,New Mexico
Senate of Virginia,Virginia State Capitol,Virginia General Assembly,upper house of U.S. state legislature,Virginia
New York State Senate,Albany,New York State Legislature,upper house of U.S. state legislature,New York
Ohio Senate,Ohio Statehouse,Ohio General Assembly,upper house of U.S. state legislature,Ohio
Vermont Senate,Montpelier,Vermont General Assembly,upper house of U.S. state legislature,Vermont
California State Senate,California State Capitol,California State Legislature,upper house of U.S. state legislature,California
Montana Senate,Helena,Montana Legislature,upper house of U.S. state legislature,Montana
Michigan Senate,Michigan State Capitol,Michigan Legislature,upper house of U.S. state legislature,Michigan
Connecticut Senate,Connecticut State Capitol,Connecticut General Assembly,upper house of U.S. state legislature,Connecticut
Missouri Senate,Missouri State Capitol,Missouri General Assembly,upper house of U.S. state legislature,Missouri
Minnesota Senate,Saint Paul,Minnesota Legislature,upper house of U.S. state legislature,Minnesota
Wyoming Senate,Wyoming State Capitol,Wyoming Legislature,upper house of U.S. state legislature,Wyoming
Delaware Senate,Delaware Legislative Hall,Delaware General Assembly,upper house of U.S. state legislature,Delaware
Texas Senate,Austin,Texas Legislature,upper house of U.S. state legislature,Texas
