col0,col1,col2,col3
Tōzai Line,azure,1500 V DC railway electrification,Tokyo subway
Hibiya Line,gray,1500 V DC railway electrification,Tokyo subway
Ginza Line,orange,third rail,Tokyo subway
Marunouchi Line,red,third rail,Tokyo subway
Fukutoshin Line,maroon,overhead line,Tokyo subway
Hanzōmon Line,purple,overhead line,Tokyo subway
Tōzai Line,azure,overhead line,Tokyo subway
Hibiya Line,gray,overhead line,Tokyo subway
Tōzai Line,orange-red,overhead line,Kyoto Municipal Subway
Tōzai Line,azure,overhead line,Tokyo Metro
Tanimachi Line,purple,750 V DC railway electrification,Osaka Subway
