col0,col1,col2,col3,col4,col5,col6
1995 Ford International Championships of Spain,tennis,1995-04-30,1995 Ford International Championships of Spain – Singles,Spain,1995-04-24,tennis tournament edition
2009 Madrid Masters,tennis,2009-05-17,2009 Mutua Madrileña Madrid Open – Women's Doubles,Spain,2009-05-08,tennis tournament edition
2003 Madrid Trofeo Union Fenosa,tennis,2003-05-24,2003 Madrid Trofeo Union Fenosa – Doubles,Spain,2003-05-17,tennis tournament edition
1989 Spanish Open,tennis,1989-04-30,1989 Spanish Open – Doubles,Spain,1989-04-25,tennis tournament edition
1988 Spanish Open,tennis,1988-05-01,1988 Spanish Open – Singles,Spain,1988-04-25,tennis tournament edition
1998 Páginas Amarillas Open,tennis,1998-05-23,1998 Páginas Amarillas Open – Singles,Spain,1998-05-16,tennis tournament edition
2018 Mutua Madrid Open,tennis,2018-05-12,2018 Mutua Madrid Open – Women's Singles,Spain,2018-05-05,WTA Madrid Open
2017 Mutua Madrid Open,tennis,2017-05-14,2017 Mutua Madrid Open – Women's Singles,Spain,2017-05-06,WTA Madrid Open
2016 Mutua Madrid Open,tennis,2016-05-07,2016 Mutua Madrid Open – Women's Singles,Spain,2016-04-29,WTA Madrid Open
2015 Mutua Madrid Open,tennis,2015-05-10,2015 Mutua Madrid Open – Women's Singles,Spain,2015-05-01,WTA Madrid Open
2014 Mutua Madrid Open,tennis,2014-05-11,2014 Mutua Madrid Open – Women's Singles,Spain,2014-05-03,WTA Madrid Open
2013 Mutua Madrid Open,tennis,2013-05-12,2013 Mutua Madrid Open – Women's Singles,Spain,2013-05-03,WTA Madrid Open
2011 Mutua Madrid Open,tennis,2011-05-08,2011 Mutua Madrid Open – Women's Doubles,Spain,2011-04-30,WTA Madrid Open
2012 Mutua Madrid Open,tennis,2012-05-13,2012 Mutua Madrid Open – Women's Doubles,Spain,2012-05-04,WTA Madrid Open
