col0,col1,col2,col3,col4
Gaziantep,Brockhaus and Efron Encyclopedic Dictionary,Södertälje,Gaziantep Province,UTC+03:00
Samsun,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Kiel,Samsun Province,UTC+03:00
Kahramanmaraş,Brockhaus and Efron Encyclopedic Dictionary,Loviisa,Kahramanmaraş Province,UTC+03:00
Erzurum,Brockhaus and Efron Encyclopedic Dictionary,Kemalpaşa,Erzurum Province,UTC+03:00
Malatya,Brockhaus and Efron Encyclopedic Dictionary,Saarbrücken,Malatya Province,UTC+03:00
Mardin,Armenian Soviet Encyclopedia,Ljubljana,Mardin Province,UTC+03:00
Adapazarı,Armenian Soviet Encyclopedia,Delft,Sakarya Province,UTC+03:00
Balıkesir,Brockhaus and Efron Encyclopedic Dictionary,Makhachkala,Balıkesir Province,UTC+03:00
Kayseri,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Yongin,Kingdom of Cappadocia,UTC+02:00
Eskişehir,Brockhaus and Efron Encyclopedic Dictionary,Frankfurt am Main,Eskişehir Province,UTC+02:00
Manisa,Brockhaus and Efron Encyclopedic Dictionary,Skopje,Manisa Province,UTC+02:00
Bursa,Brockhaus and Efron Encyclopedic Dictionary,North Nicosia,Bursa Province,Eastern European Time
