col0,col1,col2,col3,col4,col5,col6,col7
1920,1919,1920,1920-01-01,leap year,1920s,January 1920,1921
1912,1911,1912,1912-01-01,leap year,1910s,August 1912,1913
1992,1991,1992,1992-01-01,leap year,1990s,August 1992,1993
2004,2003,2004,2004-01-01,leap year,2000s,February 2004,2005
2008,2007,2008,2008-01-01,leap year,2000s,February 2008,2009
2012,2011,2012,2012-01-01,leap year,2010s,October 2012,2013
1920,1919,1920,1920-01-01,year,1920s,January 1920,1921
1912,1911,1912,1912-01-01,year,1910s,August 1912,1913
1992,1991,1992,1992-01-01,year,1990s,August 1992,1993
1980,1979,1980,1980-01-01,leap year,1980s,July 1980,1981
1984,1983,1984,1984-01-01,leap year,1980s,February 1984,1985
1988,1987,1988,1988-01-01,leap year,1980s,January 1988,1989
