col0,col1,col2,col3,col4,col5
German submarine U-763,German Navy,electric motor,67.1,2 cm Flugabwehrkanone 30 L/112.5,33rd U-boat Flotilla
German submarine U-845,German Navy,diesel engine,76.76,10.5 cm SK C/32 naval gun,10th U-boat Flotilla
German submarine U-759,German Navy,electric motor,67.1,2 cm Flugabwehrkanone 30 L/112.5,5th U-boat Flotilla
German submarine U-763,German Navy,electric motor,67.1,2 cm Flugabwehrkanone 30 L/112.5,24th U-boat Flotilla
German submarine U-759,German Navy,electric motor,67.1,2 cm Flugabwehrkanone 30 L/112.5,9th U-boat Flotilla
German submarine U-763,German Navy,diesel engine,67.1,8.8 cm SK C/35 naval gun,3rd U-boat Flotilla
German submarine U-760,German Navy,diesel engine,67.1,8.8 cm SK C/35 naval gun,3rd U-boat Flotilla
German submarine U-763,German Navy,electric motor,67.1,8.8 cm SK C/35 naval gun,3rd U-boat Flotilla
German submarine U-760,German Navy,electric motor,67.1,8.8 cm SK C/35 naval gun,3rd U-boat Flotilla
German submarine U-763,German Navy,diesel engine,67.1,2 cm Flugabwehrkanone 30 L/112.5,3rd U-boat Flotilla
German submarine U-760,German Navy,diesel engine,67.1,2 cm Flugabwehrkanone 30 L/112.5,3rd U-boat Flotilla
