col0,col1,col2,col3
Bradley Palmer State Park,Massachusetts state park,1944-01-01,Massachusetts
Borderland State Park,Massachusetts state park,1971-01-01,Massachusetts
Ashland State Park,Massachusetts state park,1947-01-01,Massachusetts
J. A. Skinner State Park,Massachusetts state park,1940-01-01,Massachusetts
Stony Brook Reservation,Massachusetts state park,1894-01-01,Massachusetts
Southwest Corridor Park,Massachusetts state park,1987-01-01,Massachusetts
Roxbury Heritage State Park,Massachusetts state park,1992-01-01,Massachusetts
Quincy Shore Reservation,Massachusetts state park,1899-01-01,Massachusetts
Lowell Heritage State Park,Massachusetts state park,1974-01-01,Massachusetts
Lowell-Dracut-Tyngsboro State Forest,Massachusetts state park,1910-01-01,Massachusetts
Natural Bridge State Park,Massachusetts state park,1985-01-01,Massachusetts
