col0,col1,col2,col3,col4,col5
HSC Tarifa Jet,Republic of Cyprus,Incat,high-speed craft,86,1997-01-01
HSC T&T Spirit,Trinidad and Tobago,Incat,high-speed craft,98,2002-01-01
HSC Sunflower 2,Panama,Incat,high-speed craft,80,1996-01-01
HSC Sea Runner,United States of America,Incat,high-speed craft,40,1990-01-01
HSC Our Lady Patricia,United Kingdom,Incat,high-speed craft,29.62,1986-01-01
HSC Master Jet,Republic of Cyprus,Incat,high-speed craft,74,1991-01-01
HSC Lake Express,United States of America,Austal USA,high-speed craft,58.4,2004-01-01
Express 1,Denmark,Incat,high-speed craft,112,2009-01-01
HSC Jaume II,Spain,Incat,high-speed craft,81,1996-01-01
HSC INCAT 046,Trinidad and Tobago,Incat,high-speed craft,91.3,1997-01-01
Catalonia,Sweden,Incat,high-speed craft,92,1998-01-01
