col0,col1,col2,col3,col4
boulevard de Verdun,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Verdun
avenue Rabelais,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,François Rabelais
avenue Pablo Picasso,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Pablo Picasso
avenue du Maréchal de Lattre de Tassigny,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Jean de Lattre de Tassigny
avenue Louison Bobet,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Louison Bobet
avenue Foch,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Ferdinand Foch
avenue Faidherbe,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Louis Faidherbe
avenue Ernest Renan,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Ernest Renan
avenue des Marronniers,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,horse chestnut
avenue des Charmes,street of Fontenay-sous-Bois,France,Fontenay-sous-Bois,Carpinus
