col0,col1,col2,col3
Potiche,400,Charles Catteau,La Louvière
Egg-shaped vase with flattened mouth,313,Charles Catteau,La Louvière
Egg-shaped vase with raised mouth,322,Charles Catteau,La Louvière
Bag-shaped vase,159,Charles Catteau,La Louvière
Potiche,271,Charles Catteau,La Louvière
Egg-shaped vase with raised mouth,305,Charles Catteau,La Louvière
Ornamental plate,47,Charles Catteau,La Louvière
Ornamental plate,47,Charles Catteau,La Louvière
Small ovoid vase with funnel-shaped neck,170,Charles Catteau,La Louvière
Double-gourd bottle,288,Charles Catteau,La Louvière
Wide-mouthed egg-shaped vase,273,Charles Catteau,La Louvière
Egg-shaped vase,242,Charles Catteau,La Louvière
Egg-shaped vase with raised mouth,272,Charles Catteau,La Louvière
