col0,col1,col2,col3,col4,col5
Soyuz TM-15,196,Soyuz TM-14,human spaceflight,88.5,Soyuz-TM
Soyuz TM-17,388,Soyuz TM-16,human spaceflight,92.4,Soyuz-TM
Soyuz TM-21,200,Soyuz TM-20,human spaceflight,88.7,Soyuz-TM
Soyuz TM-31,190,Soyuz TM-30,human spaceflight,88.6,Soyuz-TM
Soyuz TM-28,190,Soyuz TM-27,human spaceflight,88.5,Soyuz-TM
Soyuz TM-3,297,Soyuz TM-2,human spaceflight,91,Soyuz-TM
Soyuz TM-23,202,Soyuz TM-22,human spaceflight,88.6,Soyuz-TM
Soyuz TM-19,396,Soyuz TM-18,human spaceflight,92.48,Soyuz-TM
Soyuz TM-14,373,Soyuz TM-13,human spaceflight,92.2,Soyuz-TM
Soyuz TM-11,367,Soyuz TM-10,human spaceflight,92.2,Soyuz-TM
