col0,col1,col2,col3
Via Crucis at Convent del Miracle,Cocentaina,reredos,Property of Local Relevance
Calvary and chapel of the Holy Christ in Bocairent,Bocairent,hermitage,Property of Local Relevance
Stations of the Cross in Milejovice,Milejovice,stations of the cross,cultural monument of the Czech Republic
Stations of the Cross in Dobrá Voda u Českých Budějovic,Dobrá Voda u Českých Budějovic,stations of the cross,cultural monument of the Czech Republic
Stations of the Cross in Bohosudov,Bohosudov,stations of the cross,cultural monument of the Czech Republic
Stations of the Cross in Liběchov,Liběchov,stations of the cross,cultural monument of the Czech Republic
Calvary and chapel of the Holy Christ in Bocairent,Bocairent,stations of the cross,Property of Local Relevance
Calvary in Hodkovice nad Mohelkou,Hodkovice nad Mohelkou,stations of the cross,cultural monument of the Czech Republic
Stations of the Cross,Mikulov,stations of the cross,cultural monument of the Czech Republic
Stations of the Cross in Albertshausen,Bavaria,stations of the cross,architectural heritage monument in Bavaria
Onze Lieve Vrouwe ter Nood: kruiswegstatie,Heiloo,stations of the cross,Rijksmonument
