col0,col1,col2,col3,col4,col5,col6,col7
Yamada toll booth,Ibusuki Skyline,Kagoshima interchange,Yamada interchange,toll booth,1988-03-29,Japan,Kagoshima
Ikeda interchange,Dōtō Expressway,Honbetsu junction,Osarushi parking area,interchange,1995-10-30,Japan,Nakagawa district
Asari interchange,Sasson Expressway,Otaru interchange,Otaru junction,interchange,1971-12-04,Japan,Otaru
Tsuruoka JCT toll booth,Nihonkai-Tōhoku Expressway,Tsuruoka junction,Tsuruoka-nishi interchange,toll booth,2012-03-24,Japan,Tsuruoka
Urawa toll booth,Tōhoku Expressway,Iwatsuki interchange,Kawaguchi junction,toll booth,1980-03-26,Japan,Saitama
Ikeda interchange,Dōtō Expressway,Honbetsu junction,Osarushi parking area,toll booth,1995-10-30,Japan,Nakagawa district
Asari interchange,Sasson Expressway,Otaru interchange,Otaru junction,toll booth,1971-12-04,Japan,Otaru
Misato-Chuo toll booth,Tokyo Gaikan Expressway,Misato-minami interchange,Misato junction,toll booth,2005-11-27,Japan,Misato
Jumonji toll booth,Japan National Route 13,Jumonji interchange,Yuzawa interchange,toll booth,2004-03-18,Japan,Yokote
Yao toll gate,Kinki Expressway,Yao interchange,Higashiosaka-minami interchange,toll booth,1987-03-03,Japan,Yao
Ise toll gate,Ise Expressway,Ise-nishi itnerchange,Tamaki interchange,toll booth,1993-03-29,Japan,Ise
