col0,col1,col2,col3
Greenbrier County,Nicholas County,"National Register of Historic Places listings in Greenbrier County, West Virginia",2653
Doddridge County,Lewis County,"National Register of Historic Places listings in Doddridge County, West Virginia",830
Calhoun County,Wirt County,"National Register of Historic Places listings in Calhoun County, West Virginia",727
Brooke County,Jefferson County,"National Register of Historic Places listings in Brooke County, West Virginia",239
Braxton County,Nicholas County,"National Register of Historic Places listings in Braxton County, West Virginia",1337
Boone County,Lincoln County,"National Register of Historic Places listings in Boone County, West Virginia",1303
Berkeley County,Jefferson County,"National Register of Historic Places listings in Berkeley County, West Virginia",833
McDowell County,Mercer County,"National Register of Historic Places listings in McDowell County, West Virginia",1385
Lincoln County,Logan County,"National Register of Historic Places listings in Lincoln County, West Virginia",1136
Fayette County,Kanawha County,"National Register of Historic Places listings in Fayette County, West Virginia",1731
