col0,col1,col2,col3,col4
Cuban Revolution,revolution,1959-01-01,Cuba,Cuba
French Revolution,revolution,1799-11-09,France,France
Mexican Revolution,civil war,1920-05-21,Mexico,Mexico
Indonesian National Revolution,war,1949-12-27,Indonesia,Indonesia
Philippine Revolution,war,1898-01-01,Philippines,Philippines
Hungarian Revolution of 1848,war of national liberation,1849-10-04,Hungary,Kingdom of Hungary
2014 Ukrainian revolution,civil disorder,2014-02-23,Ukraine,Maidan Nezalezhnosti
Russian Revolution of 1905,conflict,1907-01-01,Russian Empire,Russia
Revolution of the Seven Chiefs,rebellion,1580-07-11,Argentina,Santa Fe
Glorious Revolution,coup d'état,1689-01-01,Kingdom of England,British Isles
Revolution of the Seven Chiefs,revolution,1580-07-11,Argentina,Santa Fe
2014 Ukrainian revolution,revolution,2014-02-23,Ukraine,Maidan Nezalezhnosti
Abbasid Revolution,revolution,0750-07-01,Umayyad Caliphate,Greater Khorasan
