col0,col1,col2,col3,col4,col5
2016 Tour du Limousin,2015 Tour du Limousin,Tour du Limousin,2016-08-19,2017 Tour du Limousin,Hubert Dupont
2015 Tour du Limousin,2014 Tour du Limousin,Tour du Limousin,2015-08-21,2016 Tour du Limousin,Rudy Molard
2013 Tour du Limousin,2012 Tour du Limousin,Tour du Limousin,2013-08-23,2014 Tour du Limousin,Martin Elmiger
2010 Tour du Limousin,2009 Tour du Limousin,Tour du Limousin,2010-08-20,2011 Tour du Limousin,Gustav Larsson
2011 Tour du Limousin,2010 Tour du Limousin,Tour du Limousin,2011-08-19,2012 Tour du Limousin,Florian Guillou
2005 Tour du Limousin,2004 Tour du Limousin,Tour du Limousin,2005-08-19,2006 Tour du Limousin,Samuel Dumoulin
2004 Tour du Limousin,2003 Tour du Limousin,Tour du Limousin,2004-08-20,2005 Tour du Limousin,Pierrick Fédrigo
2008 Tour du Limousin,2007 Tour du Limousin,Tour du Limousin,2008-08-22,2009 Tour du Limousin,Allan Davis
1979 Tour du Limousin,1978 Tour du Limousin,Tour du Limousin,1979-08-19,1980 Tour du Limousin,Jean-René Bernaudeau
1975 Tour du Limousin,1974 Tour du Limousin,Tour du Limousin,1975-08-24,1976 Tour du Limousin,Raymond Poulidor
