col0,col1,col2,col3,col4,col5
Dodge County,Juneau,1836-01-01,Henry Dodge,Dodge County,Juneau
Adams County,Friendship,1848-03-11,John Quincy Adams,Adams County,Friendship
Trempealeau County,Whitehall,1854-01-01,Trempealeau River,Trempealeau County,Whitehall
Dunn County,Menomonie,1854-01-01,Charles Dunn,Dunn County,Menomonie
Wood County,Wisconsin Rapids,1856-01-01,Joseph Wood,Wood County,Wisconsin Rapids
Oneida County,Rhinelander,1885-01-01,Oneida,Oneida County,Rhinelander
Marathon County,Wausau,1850-01-01,Battle of Marathon,Marathon County,Wausau
Washington County,West Bend,1845-01-01,George Washington,Washington County,West Bend
Douglas County,Superior,1854-02-09,Stephen A. Douglas,Douglas County,Superior
Buffalo County,Alma,1853-01-01,Buffalo River,Buffalo County,Alma
Chippewa County,Chippewa Falls,1845-01-01,Chippewa River,Chippewa County,Chippewa Falls
La Crosse County,La Crosse,1851-01-01,lacrosse,La Crosse County,La Crosse
