col0,col1,col2,col3
Design for a statue of a woman with candlestick,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for a door frame with round arch,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for the left-hand half of a door frame,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for a decorated door frame,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for a door frame with round arch,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for a door frame with round arch and fronton,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for the wall of a chapel with two tombs,Charles Van Herck,brown ink,Museum Plantin-Moretus
Design for a sacristy display case in Rococo style,Heritage Fund,brown ink,Museum Plantin-Moretus
Preliminary sketch of an altar of Our Lady,Heritage Fund,brown ink,Museum Plantin-Moretus
Four designs for garden vases,Heritage Fund,brown ink,Museum Plantin-Moretus
Design for a statue of a woman with candlestick,Heritage Fund,brown ink,Museum Plantin-Moretus
Design for a door frame with round arch,Heritage Fund,brown ink,Museum Plantin-Moretus
Design for the left-hand half of a door frame,Heritage Fund,brown ink,Museum Plantin-Moretus
Design for a decorated door frame,Heritage Fund,brown ink,Museum Plantin-Moretus
