col0,col1,col2,col3,col4,col5
Helsingborg lighthouse,house lighthouse,17,Sweden,Helsingborg Municipality,brick
Bönan old lighthouse,house lighthouse,18.6,Sweden,Gävle Municipality,lumber
Table Bluff Light,house lighthouse,14,United States of America,Humboldt County,lumber
Point Fermin Light,house lighthouse,37,United States of America,Los Angeles,lumber
Patos Island Light,house lighthouse,12,United States of America,San Juan County,lumber
Egg Rock Light,house lighthouse,20,United States of America,Maine,brick
East Brother Island Light,house lighthouse,19,United States of America,California,lumber
Point Cabrillo Light,house lighthouse,25,United States of America,Caspar,lumber
Alki Point Light,house lighthouse,12,United States of America,King County,brick
Phare du Millier,house lighthouse,34,France,Beuzec-Cap-Sizun,stone
