col0,col1,col2,col3
Rheinland Restaurant Cabaret,former entity,Manhattan,United States of America
Corso-Café,former entity,Hanover,Germany
Le Mirliton,former entity,18th arrondissement of Paris,France
Cabaret du Néant,former entity,Paris,France
Theater Die Kleine Freiheit,former entity,Maxvorstadt,Germany
Chantecler,music venue,Buenos Aires,Argentina
Concert Mayol,music venue,10th arrondissement of Paris,France
Royal Palace,music venue,Kirrwiller,France
Moulin Rouge,music venue,18th arrondissement of Paris,France
Scharfrichterhaus,revival house,Passau,Germany
Theater Fifty-Fifty,cultural center,Erlangen,Germany
Substanz,discothèque,Munich,Germany
