col0,col1,col2,col3
"Langestreek 22, Lemmer",Rijksmonument,Lemmer,Langestreek
"Kromme Weele 10, Middelburg",Rijksmonument,Middelburg,Kromme Weele
"Kerkstraat 35, Monnickendam",Rijksmonument,Monnickendam,Kerkstraat
"Franekereind 7, Harlingen",Rijksmonument,Harlingen,Franekereind
"Botermarkt 17, Heusden",Rijksmonument,Heusden,Botermarkt
"Zoutsloot 51, Harlingen",Rijksmonument,Harlingen,Zoutsloot
"Zoutsloot 45, Harlingen",Rijksmonument,Harlingen,Zoutsloot
"Midstraat 73, Joure",Rijksmonument,Joure,Midstraat
Voorstreek 114,Rijksmonument,Sloten,Voorstreek
Súd 145,Rijksmonument,Workum,Súd
"Herengracht 51, Muiden",Rijksmonument,Muiden,Herengracht
"Cattenhagestraat 23, Naarden",Rijksmonument,Naarden,Cattenhagestraat
Algeraburren 3,Rijksmonument,Workum,Algeraburren
