col0,col1,col2,col3
RB 7,Nordhessischer Verkehrsverbund,Regionalbahn,Göttingen station
RB 6,Nordhessischer Verkehrsverbund,Regionalbahn,Eisenach station
RB 31,Verkehrsverbund Oberelbe,Regionalbahn,Dresden Central Station
RB 26,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Ostkreuz
RB 56,Landesnahverkehrsgesellschaft Niedersachsen,Regionalbahn,Bad Bentheim station
RB 113,Zweckverband für den Nahverkehrsraum Leipzig,Regionalbahn,Leipzig Hauptbahnhof
RB 25,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Ostkreuz
RB 63,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Eberswalde Central Station
RB 12,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Ostkreuz
RB 13,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,S+U Jungfernheide
RB 11,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Cottbus Hauptbahnhof
RB 52,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Brandenburg Central Station
RB 51,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Rathenow railway station
RB 55,Verkehrsverbund Berlin-Brandenburg,Regionalbahn,Hennigsdorf station
