col0,col1,col2,col3
Burg Absberg,bodendenkmal,Absberg,archaeological site
Lincoln Castle,scheduled monument,Lincolnshire,archaeological site
Ascot d'Oilly Castle,scheduled monument,Ascott-under-Wychwood,archaeological site
Wijnandsrade Motte,Rijksmonument,Nuth,château
Gracht Burggraaf,Rijksmonument,Gulpen-Wittem,château
De Thombe,Rijksmonument,Maastricht,château
Berkhamsted Castle,scheduled monument,Berkhamsted,ruins
Burgruine Jagdberg,Denkmalgeschütztes Objekt,Schlins,ruins
Tomen y Castell,scheduled monument,Conwy County Borough,motte-and-bailey castle
Owain Glyndŵr's Mount,scheduled monument,Denbighshire,motte-and-bailey castle
