col0,col1,col2,col3
Reprodução de Planta: Escritura de 24-Out-1938. Comprador - Epaminondas S. Doria e Omar S. Doria. Vendedor- Izide Fachini e Outros N. º 1,45.9,item of collection or exhibition,João Baptista de Campos Aguirra Collection
Planta de Duas Partes de Terras do Sitio Moinho do Ó,65.4,item of collection or exhibition,João Baptista de Campos Aguirra Collection
Planta de Terras no Bosque da Saúde,51.5,floor plan,João Baptista de Campos Aguirra Collection
Terrenos de Propriedade do Dr. Alberico Galvão Bueno e Outros,95,floor plan,João Baptista de Campos Aguirra Collection
Planta Que Acompanha o Laudo sobre a Vistoria,32.4,floor plan,João Baptista de Campos Aguirra Collection
Planta de Terrenos Na Estrada do Vergueiro,67.3,floor plan,João Baptista de Campos Aguirra Collection
Situação da Chacara Moreira e Seus Confrontantes,31,floor plan,João Baptista de Campos Aguirra Collection
Parte de Planta da Cidade de São Paulo,70.2,floor plan,João Baptista de Campos Aguirra Collection
Reprodução de Planta: Planta da Vila Deodoro,40,floor plan,João Baptista de Campos Aguirra Collection
Planta dos Terrenos da Cia Jardim da Aclimação,104,floor plan,João Baptista de Campos Aguirra Collection
Planta da Cidade de S. Paulo - Fôlha Nº 3,130.8,floor plan,João Baptista de Campos Aguirra Collection
Planta do Lote 30 Na Vila Mariana,93.5,floor plan,João Baptista de Campos Aguirra Collection
Reprodução de Planta: Planta do Loteamento e Arruamento Folha-1 Arruamento - Rua França Pinto e Rua Tangará,48.3,floor plan,João Baptista de Campos Aguirra Collection
