col0,col1,col2,col3
2015 Thüringen Rundfahrt der Frauen,Emma Johansson,2015-07-17,729.5
2012 Emakumeen Euskal Bira,Sarah Lena Hofmann,2012-06-07,320.4
2014 Emakumeen Euskal Bira,Rabo Liv Women 2014,2014-06-12,408.1
2013 Emakumeen Euskal Bira,Orica-AIS 2013,2013-06-06,296.9
2012 Emakumeen Euskal Bira,Valentina Scandolara,2012-06-07,320.4
2014 Emakumeen Euskal Bira,Anna van der Breggen,2014-06-12,408.1
2013 Emakumeen Euskal Bira,Elisa Longo Borghini,2013-06-06,296.9
2014 Emakumeen Euskal Bira,Pauline Ferrand-Prevot,2014-06-12,408.1
2012 Emakumeen Euskal Bira,Annemiek van Vleuten,2012-06-07,320.4
2013 Emakumeen Euskal Bira,Evelyn Stevens,2013-06-06,296.9
2012 Emakumeen Euskal Bira,Emma Johansson,2012-06-07,320.4
2013 Emakumeen Euskal Bira,Emma Johansson,2013-06-06,296.9
2012 Emakumeen Euskal Bira,Judith Arndt,2012-06-07,320.4
