col0,col1,col2,col3,col4,col5,col6,col7
Lafayette County,1836-01-01,"Gilbert du Motier, Marquis de Lafayette",1759,county of Mississippi,Calhoun County,7,Lafayette Parish
Jackson County,1812-12-18,Andrew Jackson,2702,county of Mississippi,Harrison County,31,Jackson Parish
Lincoln County,1870-01-01,Abraham Lincoln,1523,county of Mississippi,Amite County,0.4,Lincoln Parish
Harrison County,1841-01-01,William Henry Harrison,2528,county of Mississippi,Jackson County,41,Harrisonburg
Wayne County,1809-01-01,Anthony Wayne,814,county of Mississippi,Clarke County,0.3,Wayne County
Newton County,1836-01-01,Isaac Newton,1501,county of Mississippi,Neshoba County,0.3,Newton County
Chickasaw County,1836-01-01,Chickasaw,1306,county of Mississippi,Calhoun County,0.5,Chickasaw County
Warren County,1809-01-01,Joseph Warren,619,county of Mississippi,Issaquena County,4.9,Warren County
Jackson County,1812-12-18,Andrew Jackson,2702,county of Mississippi,Harrison County,31,Jackson County
Scott County,1833-01-01,Abram M. Scott,1581,county of Mississippi,Newton County,0.2,Scott County
Pike County,1815-01-01,Zebulon Pike,1064,county of Mississippi,Amite County,0.4,Pike County
Washington County,1827-01-01,George Washington,1972,county of Mississippi,Sharkey County,4.8,Washington County
Jackson County,1812-12-18,Andrew Jackson,2702,county of Mississippi,George County,31,Jackson County
