col0,col1,col2,col3
Crazy Eddie's GUI,MIT license,Microsoft Windows,C++
Allegro,zlib License,Microsoft Windows,C++
Qt,GNU Lesser General Public License,Microsoft Windows,C++
wxWidgets,GNU General Public License,Microsoft Windows,C++
Qt,GNU General Public License,Microsoft Windows,C++
Crazy Eddie's GUI,MIT license,Linux,C++
Allegro,zlib License,Linux,C++
Qt,GNU Lesser General Public License,Linux,C++
Graphics Environment for Multimedia,GNU General Public License,Linux,C++
Qt,GNU General Public License,Linux,C++
Allegro,zlib License,Android,C++
